Batch,Section,Key,English,Placeholders,Context,Spanish (es)
1,Crisis,crisisLineBeyondBlueDesc,Mental health support,,One-line description of the Beyond Blue service.,
1,Crisis,crisisLineLifelineAuName,Lifeline Australia,,Name of the 'Lifeline Australia' crisis support service.,
1,Crisis,crisisLineLifelineAuDesc,Crisis support,,One-line description of the Lifeline Australia service.,
1,Crisis,crisisLineTurningPointName,Turning Point,,Name of the Australian 'Turning Point' alcohol and drug treatment service. Proper name; keep it.,
1,Crisis,crisisLineTurningPointDesc,Alcohol and drug treatment,,One-line description of the Turning Point service.,
1,Crisis,crisisLineSmartAuName,SMART Recovery AU,,Name of the SMART Recovery service for Australia (AU). SMART Recovery is a proper name; keep it.,
1,Crisis,crisisLineSmartAuDesc,Science-based recovery,,One-line description of the SMART Recovery AU service.,
1,Crisis,crisisLineCrisisServicesCanadaName,Crisis Services Canada,,Name of the 'Crisis Services Canada' national crisis line.,
1,Crisis,crisisLineCrisisServicesCanadaDesc,National crisis line,,One-line description of Crisis Services Canada.,
1,Crisis,crisisLineCamhName,CAMH,,Name of the Canadian CAMH helpline. CAMH is a proper-name acronym; keep it.,
1,Crisis,crisisLineCamhDesc,Centre for Addiction and Mental Health,,"Full name of CAMH, shown as its line description.",
1,Crisis,crisisLineAaCanadaName,AA Canada,,Name of the Alcoholics Anonymous helpline for Canada.,
1,Crisis,crisisLineAaCanadaDesc,Alcoholics Anonymous Canada,,One-line description of the AA Canada helpline.,
1,Crisis,crisisLineConnexOntarioName,ConnexOntario,,Name of the Canadian 'ConnexOntario' helpline. Proper name; keep it.,
1,Crisis,crisisLineConnexOntarioDesc,Mental health and addictions,,One-line description of the ConnexOntario helpline.,
1,Crisis,crisisLineAaNzName,AA New Zealand,,Name of the Alcoholics Anonymous helpline for New Zealand.,
1,Crisis,crisisLineAaNzDesc,Alcoholics Anonymous NZ,,One-line description of the AA New Zealand helpline.,
1,Crisis,crisisLineLifelineNzName,Lifeline NZ,,Name of the 'Lifeline NZ' crisis support service (New Zealand).,
1,Crisis,crisisLineLifelineNzDesc,Crisis support,,One-line description of the Lifeline NZ service.,
1,Crisis,crisisLineNeedToTalkName,Need to Talk,,Name of the New Zealand 'Need to Talk' (1737) free call-or-text support line. Proper name; keep it.,
1,Crisis,crisisLineNeedToTalkDesc,Free call or text,,One-line description of the Need to Talk line.,
1,Crisis,crisisLineAlcoholDrugNzName,Alcohol Drug Helpline,,Name of the New Zealand 'Alcohol Drug Helpline'.,
1,Crisis,crisisLineAlcoholDrugNzDesc,Alcohol and drug support,,One-line description of the New Zealand Alcohol Drug Helpline.,
1,Crisis,crisisLineGermanyDhsName,Germany — DHS,,Name of the German DHS helpline; format is 'Country — Organisation'. Keep the em dash and 'DHS' acronym.,
1,Crisis,crisisLineGermanyDhsDesc,Deutsche Hauptstelle fuer Suchtfragen,,"Full German-language name of DHS (German Centre for Addiction Issues), shown as its description. Keep as-is.",
1,Crisis,crisisLineFranceEcouteName,France — Ecoute Alcool,,Name of the French 'Ecoute Alcool' helpline; format is 'Country — Organisation'. Keep 'Ecoute Alcool'.,
1,Crisis,crisisLineFranceEcouteDesc,National alcohol helpline,,One-line description of the France Ecoute Alcool helpline.,
1,Crisis,crisisLineNetherlandsJellinekName,Netherlands — Jellinek,,Name of the Dutch 'Jellinek' addiction service; format is 'Country — Organisation'. Keep 'Jellinek'.,
1,Crisis,crisisLineNetherlandsJellinekDesc,Addiction treatment,,One-line description of the Netherlands Jellinek service.,
1,Crisis,crisisLineSpainAaName,Spain — AA Espana,,Name of the Spanish Alcoholics Anonymous service; format is 'Country — Organisation'. Keep 'AA Espana'.,
1,Crisis,crisisLineSpainAaDesc,Alcoholics Anonymous Spain,,One-line description of the AA Spain service.,
1,Daily,dailyIntentionSetTitle,Set today's intention,,Title of the morning intention bottom-sheet when no intention has been set yet.,
1,Daily,dailyIntentionEditTitle,Edit today's intention,,Title of the intention bottom-sheet when an intention already exists and can be edited.,
1,Daily,dailyIntentionSaveButton,Save intention,,Button label to save the daily intention.,
1,Daily,dailySaving,Saving…,,Transient button label shown while a daily-practice entry is being saved.,
1,Daily,dailyReviewTitle,How did today go?,,Title of the evening review pane asking the user to reflect on their intention.,
1,Daily,dailyReviewPrompt,This morning you said:,,"Label introducing the intention the user wrote earlier in the day, shown above the quoted intention text.",
1,Daily,dailyReviewDidIt,Did it,,Pill button: the user followed through on today's intention.,
1,Daily,dailyReviewPartly,Partly,,Pill button: the user partly followed through on today's intention.,
1,Daily,dailyReviewNotYet,Not yet,,Pill button: the user has not yet followed through on today's intention.,
1,Daily,dailyCapitalTitle,Recovery capital this week,,Title of the weekly recovery-capital check bottom-sheet.,
1,Daily,dailyCapitalConnected,Connected with someone supportive,,Checklist row label: did the user connect with a supportive person this week.,
1,Daily,dailyCapitalPhysical,Moved my body,,Checklist row label: did the user move/exercise this week.,
1,Daily,dailyCapitalSlept,Slept enough most nights,,Checklist row label: did the user sleep enough most nights this week.,
1,Daily,dailyCapitalHelpfulPlace,Spent time somewhere that helps me,,Checklist row label: did the user spend time in a place that supports recovery.,
1,Daily,dailyCapitalMeaningful,Did something meaningful to me,,Checklist row label: did the user do something personally meaningful this week.,
1,Daily,dailyCapitalNoteHint,A note for future-you (optional),,Hint text for the optional note field in the weekly recovery-capital check.,
1,Daily,dailyCapitalSaveButton,Save this week,,Button label to save the weekly recovery-capital check.,
1,Emergency,emergencyCloseGuide,✕ Close,,Button that closes the open CBT guide walkthrough. Keep the ✕ symbol.,
1,Cbt,cbtGuideThoughtsHint,Your thoughts…,,Placeholder text for the free-text field where the user writes their reflection during a CBT guide step.,
1,Reasons,reasonsWhyHeading,Why I'm doing this.,,"Italic heading at the top of the My Reasons tab, framing the user's personal reasons for recovery.",
1,Play,playTapeDrinkTitle,If I drink now,,"Title of the card showing consequences of drinking, on the Play the Tape tab.",
1,Play,playTapeSoberTitle,If I stay sober,,"Title of the card showing benefits of staying sober, on the Play the Tape tab.",
1,Play,playTapePhaseRightNow,Right now,,Timeline row label (immediate timeframe) within a Play the Tape consequence card.,
1,Play,playTapePhaseTonight,Later tonight,,Timeline row label (evening timeframe) within a Play the Tape consequence card.,
1,Play,playTapePhaseTomorrow,Tomorrow,,Timeline row label (next-day timeframe) within a Play the Tape consequence card.,
1,Play,playTapeDrinkNow0,Relief may feel immediate,,Bullet under 'Right now' in the 'If I drink now' card.,
1,Play,playTapeDrinkTonight0,The difficult feelings often return,,Bullet under 'Later tonight' in the 'If I drink now' card.,
1,Play,playTapeDrinkTonight1,Sleep may be disrupted,,Bullet under 'Later tonight' in the 'If I drink now' card.,
1,Play,playTapeDrinkTonight2,My momentum is interrupted,,Bullet under 'Later tonight' in the 'If I drink now' card.,
1,Play,playTapeDrinkTomorrow0,I may wake with regret,,Bullet under 'Tomorrow' in the 'If I drink now' card.,
1,Play,playTapeDrinkTomorrow2,Starting again feels harder,,Bullet under 'Tomorrow' in the 'If I drink now' card.,
1,Play,playTapeSoberNow0,"The craving rises, then passes",,Bullet under 'Right now' in the 'If I stay sober' card.,
1,Play,playTapeSoberTonight0,I protect my peace,,Bullet under 'Later tonight' in the 'If I stay sober' card.,
1,Play,playTapeSoberTonight1,I go to bed with clarity,,Bullet under 'Later tonight' in the 'If I stay sober' card.,
1,Play,playTapeSoberTonight2,I strengthen self-trust,,Bullet under 'Later tonight' in the 'If I stay sober' card.,
1,Play,playTapeSoberTomorrow0,I wake up clear-headed,,Bullet under 'Tomorrow' in the 'If I stay sober' card.,
1,Play,playTapeSoberTomorrow1,My momentum grows,,Bullet under 'Tomorrow' in the 'If I stay sober' card.,
1,Play,playTapeSoberTomorrow2,I feel proud of myself,,Bullet under 'Tomorrow' in the 'If I stay sober' card.,
1,Play,playTapeWhatHelpsTitle,What would help right now?,,Title of the action card offering coping tools on the Play the Tape tab.,
1,Play,playTapeActionBreathe,Breathe with me,,Action button that opens the breathing exercise.,
1,Play,playTapeActionJournal,Open my journal,,Action button that opens the journal.,
1,Play,playTapeActionReason,Read my reason,,Action button that opens the My Reasons tab.,
1,Play,playTapeActionRideWave,Ride the wave,,Action button that opens the urge timer.,
1,Heatmap,heatmapRecoveryMapTitle,Recovery Map,,Large header title at the top of the Recovery Map (activity heatmap) screen.,
1,Heatmap,heatmapFilterAll,All,,Filter chip on the Recovery Map showing entries from all categories.,
1,Heatmap,heatmapFilterCravings,Cravings,,Filter chip on the Recovery Map for craving log entries (plural).,
1,Heatmap,heatmapFilterThoughts,Thoughts,,Filter chip / section label on the Recovery Map for logged thought entries.,
1,Heatmap,heatmapFilterMovement,Movement,,Filter chip / section label on the Recovery Map for movement/activity entries.,
1,Heatmap,heatmapStatCareDays,Care days,,Summary card stat label: number of days the user logged any self-care entry.,
1,Heatmap,heatmapStatTotalCheckIns,Total check-ins,,Summary card stat label: total number of check-in entries logged.,
1,Heatmap,heatmapStatMostUsed,Most used,,Summary card stat label: the category the user logged most often.,
1,Heatmap,heatmapStatThisMonth,This month,,Summary card stat label: number of check-ins logged in the current calendar month.,
1,Heatmap,heatmapSeeFullYear,See full year,,Tappable link that expands the Recovery Map to show all 12 months.,
1,Heatmap,heatmapShowLess,Show less,,Tappable link that collapses the Recovery Map back to the most recent two months.,
1,Heatmap,heatmapDowMon,M,,Single-letter day-of-week initial for Monday in the calendar grid header.,
1,Heatmap,heatmapDowTue,T,,Single-letter day-of-week initial for Tuesday in the calendar grid header.,
1,Heatmap,heatmapDowWed,W,,Single-letter day-of-week initial for Wednesday in the calendar grid header.,
1,Heatmap,heatmapDowThu,T,,Single-letter day-of-week initial for Thursday in the calendar grid header.,
1,Heatmap,heatmapDowFri,F,,Single-letter day-of-week initial for Friday in the calendar grid header.,
1,Heatmap,heatmapDowSat,S,,Single-letter day-of-week initial for Saturday in the calendar grid header.,
1,Heatmap,heatmapDowSun,S,,Single-letter day-of-week initial for Sunday in the calendar grid header.,
1,Heatmap,heatmapLegendBeforeBegan,Before you began,,Legend label for calendar tiles dated before the user's recovery start date.,
1,Heatmap,heatmapLegendNoEntry,No entry,,Legend label for calendar tiles on days with no logged entry.,
1,Heatmap,heatmapDayNoEntryTitle,No entry recorded.,,Heading in the day-detail bottom sheet when no entries exist for the tapped day.,
1,Heatmap,heatmapDayQuietCounts,A quiet day still counts.,,Reassuring subtitle in the day-detail bottom sheet when no entries exist for that day.,
1,Heatmap,heatmapSectionCravingSupport,Craving support,,Section header in the day-detail bottom sheet grouping logged craving entries.,
1,Heatmap,heatmapEntryFallback,(entry),,Placeholder text shown for a journal entry in the day-detail sheet when the entry has no text body.,
1,Heatmap,heatmapThoughtFallback,(thought — {type}),{type},Placeholder shown for a logged thought in the day-detail sheet when the thought has no text; {type} is the thought tone identifier (e.g. negative).,
1,Heatmap,heatmapDayShowedUp,You showed up for yourself today.,,Encouraging closing line in the day-detail bottom sheet when entries exist for that day.,
1,History,historyScreenTitle,My History,,App bar title on the personal history screen listing all logged entries.,
1,History,historyDeleteEntryTitle,Delete entry?,,Confirmation dialog title shown before deleting a history entry.,
1,History,historyDeleteEntryBody,This cannot be undone.,,Confirmation dialog body warning that deleting an entry is permanent.,
1,History,historyStatJournalThisWeek,Journal this week,,Label under a summary stat chip showing the count of journal entries logged in the past week.,
1,History,historyStatGratitudeThisWeek,Gratitude this week,,Label under a summary stat chip showing the count of gratitude entries logged in the past week.,
1,History,historyStatDaysSober,Days sober,,Label under a summary stat chip showing how many days the user has been sober.,
1,History,historyDaysShort,{days}d,{days},"Compact days value, e.g. '12d' for 12 days, shown in a stat chip.",
1,History,historyCardJournal,Journal entry,,Type label at the top of a journal entry card in the history list.,
1,History,historyTapToReadMore,Tap to read more,,"Hint under a long, collapsed journal entry inviting the user to tap to expand it.",
1,History,historyCardGratitude,Gratitude,,Type label at the top of a gratitude entry card in the history list.,
1,History,historyCardCraving,Craving,,Type label at the top of a craving entry card in the history list.,
1,History,historyCardThought,Thought,,Type label at the top of a thought entry card in the history list.,
1,History,historyActivityRun,Run,,"Name of the 'run' physical activity type, shown on an activity card.",
1,History,historyActivityCycle,Cycle,,"Name of the 'cycle' physical activity type, shown on an activity card.",
1,History,historyActivitySwim,Swim,,"Name of the 'swim' physical activity type, shown on an activity card.",
1,History,historyActivityWeights,Weights,,"Name of the 'weights' (weight training) physical activity type, shown on an activity card.",
1,History,historyActivityGeneric,Activity,,"Fallback name for an unrecognised physical activity type, shown on an activity card.",
1,History,historyActivityDistanceTime,{distance} km · {minutes} min,"{distance}, {minutes}",Sub-label on an activity card showing distance in km and duration in minutes.,
1,History,historySleepHours,{hours} hours,{hours},"Sleep duration shown on a sleep entry card, e.g. '7.5 hours'.",
1,History,historySleepQuality,Quality: {quality},{quality},"Sleep quality label on a sleep entry card, where {quality} is a word like Poor/Fair/OK/Good/Great.",
1,History,historySlipReset,Reset,,Badge on a slip entry card indicating the sobriety streak was reset at that point.,
1,History,historySlipSoberAtTime,Sober at the time: {streak},{streak},Line on a slip card showing how long the user was sober when the slip occurred; {streak} is a phrase like '12 days sober'.,
1,History,historyEmptyAllTitle,Nothing here yet,,Empty-state title when the unfiltered history list has no entries.,
1,History,historyEmptyAllSub,Your entries will appear here,,Empty-state subtitle when the unfiltered history list has no entries.,
1,History,historyEmptyCravingsTitle,No cravings yet,,Empty-state title shown when the history list is filtered to cravings and there are none.,
1,History,historyEmptyThoughtsTitle,No thoughts yet,,Empty-state title shown when the history list is filtered to thoughts and there are none.,
1,History,historyEmptyActivityTitle,No exercise yet,,Empty-state title shown when the history list is filtered to exercise/activity and there is none.,
1,History,historyEmptySleepTitle,No sleep yet,,Empty-state title shown when the history list is filtered to sleep and there are none.,
1,History,historyEmptyJournalTitle,No journal entries yet,,Empty-state title shown when the history list is filtered to journal entries and there are none.,
1,History,historyEmptyGratitudeTitle,No gratitude notes yet,,Empty-state title shown when the history list is filtered to gratitude notes and there are none.,
1,History,historyEmptySlipsTitle,No slips yet,,Empty-state title shown when the history list is filtered to slips and there are none.,
1,Home,homeHeroQuote0,Every day forward is a win.,,Rotating daily hero line on the home Serenity card (1 of 50).,
1,Home,homeHeroQuote2,You're farther than yesterday.,,Rotating daily hero line on the home Serenity card (3 of 50).,
1,Home,homeHeroQuote3,Today counted. Tomorrow will too.,,Rotating daily hero line on the home Serenity card (4 of 50).,
1,Home,homeHeroQuote4,Momentum compounds. Keep going.,,Rotating daily hero line on the home Serenity card (5 of 50).,
1,Home,homeHeroQuote6,You chose this. Again.,,Rotating daily hero line on the home Serenity card (7 of 50).,
1,Home,homeHeroQuote7,Sober is a verb today.,,Rotating daily hero line on the home Serenity card (8 of 50).,
1,Home,homeHeroQuote8,The streak is the strategy.,,Rotating daily hero line on the home Serenity card (9 of 50).,
1,Home,homeHeroQuote9,You earned this day.,,Rotating daily hero line on the home Serenity card (10 of 50).,
1,Home,homeHeroQuote10,Forward is the only direction.,,Rotating daily hero line on the home Serenity card (11 of 50).,
1,Home,homeHeroQuote11,Days stack into years.,,Rotating daily hero line on the home Serenity card (12 of 50).,
1,Home,homeHeroQuote12,Discipline becomes identity.,,Rotating daily hero line on the home Serenity card (13 of 50).,
1,Home,homeHeroQuote13,You're rewriting the story.,,Rotating daily hero line on the home Serenity card (14 of 50).,
1,Home,homeHeroQuote15,Show up. The rest follows.,,Rotating daily hero line on the home Serenity card (16 of 50).,
1,Home,homeHeroQuote16,Old life. New chapter.,,Rotating daily hero line on the home Serenity card (17 of 50).,
1,Home,homeHeroQuote17,You did the hard thing today.,,Rotating daily hero line on the home Serenity card (18 of 50).,
1,Home,homeHeroQuote18,Progress isn't loud. It's daily.,,Rotating daily hero line on the home Serenity card (19 of 50).,
1,Home,homeHeroQuote19,"Better is built, not found.",,Rotating daily hero line on the home Serenity card (20 of 50).,
1,Home,homeHeroQuote20,Today is the receipt.,,Rotating daily hero line on the home Serenity card (21 of 50).,
1,Home,homeHeroQuote21,You moved the needle.,,Rotating daily hero line on the home Serenity card (22 of 50).,
1,Home,homeHeroQuote23,What you do daily defines you.,,Rotating daily hero line on the home Serenity card (24 of 50).,
1,Home,homeHeroQuote25,You're closer than you were.,,Rotating daily hero line on the home Serenity card (26 of 50).,
1,Home,homeHeroQuote27,You're not who you were yesterday.,,Rotating daily hero line on the home Serenity card (28 of 50).,
1,Home,homeHeroQuote28,Action over feeling. Always.,,Rotating daily hero line on the home Serenity card (29 of 50).,
1,Home,homeHeroQuote29,Hard now. Easier later.,,Rotating daily hero line on the home Serenity card (30 of 50).,
1,Home,homeHeroQuote30,You're stacking days.,,Rotating daily hero line on the home Serenity card (31 of 50).,
1,Home,homeHeroQuote31,The streak doesn't lie.,,Rotating daily hero line on the home Serenity card (32 of 50).,
1,Home,homeHeroQuote32,Choose forward. Choose again.,,Rotating daily hero line on the home Serenity card (33 of 50).,
1,Home,homeHeroQuote33,You showed up. That's everything.,,Rotating daily hero line on the home Serenity card (34 of 50).,
1,Home,homeHeroQuote35,You're building something real.,,Rotating daily hero line on the home Serenity card (36 of 50).,
1,Home,homeHeroQuote36,Today is proof.,,Rotating daily hero line on the home Serenity card (37 of 50).,
1,Home,homeHeroQuote37,Discipline is freedom.,,Rotating daily hero line on the home Serenity card (38 of 50).,
1,Home,homeHeroQuote38,One choice. Then the next.,,Rotating daily hero line on the home Serenity card (39 of 50).,
1,Home,homeHeroQuote39,The reps are the result.,,Rotating daily hero line on the home Serenity card (40 of 50).,
1,Home,homeHeroQuote40,You're earning your future.,,Rotating daily hero line on the home Serenity card (41 of 50).,
1,Home,homeHeroQuote41,Effort compounds quietly.,,Rotating daily hero line on the home Serenity card (42 of 50).,
1,Home,homeHeroQuote42,Today's win is tomorrow's foundation.,,Rotating daily hero line on the home Serenity card (43 of 50).,
1,Home,homeHeroQuote43,Forward is enough.,,Rotating daily hero line on the home Serenity card (44 of 50).,
1,Home,homeHeroQuote44,You're not starting over. You're continuing.,,Rotating daily hero line on the home Serenity card (45 of 50).,
1,Home,homeHeroQuote45,The work is the win.,,Rotating daily hero line on the home Serenity card (46 of 50).,
1,Home,homeHeroQuote46,Strong is what you become.,,Rotating daily hero line on the home Serenity card (47 of 50).,
1,Home,homeHeroQuote47,The hard days build you.,,Rotating daily hero line on the home Serenity card (48 of 50).,
1,Home,homeHeroQuote48,Decision by decision. Day by day.,,Rotating daily hero line on the home Serenity card (49 of 50).,
1,Home,homeHeroQuote49,You're doing it.,,Rotating daily hero line on the home Serenity card (50 of 50).,
1,Home,homeRecoveryJustStarting,Just Starting,,Recovery banner current-stage label shown before the first (12-hour) milestone is reached.,
1,Home,homeRecoveryNow,now,,Recovery banner relative-time phrase: the next milestone is reached right now.,
1,Home,homeRecoveryInMin,in {min} min,{min},"Recovery banner countdown: time until next milestone, in minutes.",
1,Home,homeRecoveryInHrs,in {hrs} hrs,{hrs},"Recovery banner countdown: time until next milestone, in hours.",
1,Home,homeHealingTimelineHeader,THE HEALING TIMELINE,,Uppercase header on the home recovery/healing-timeline banner card.,
1,Home,homeRecoveryNext,Next: {label},{label},"Recovery banner: label of the next milestone, e.g. 'Next: 1 Week'.",
1,Home,homeRecoveryAllMilestones,You have reached every milestone. Remarkable.,,Recovery banner line shown once every healing milestone has been reached.,
1,Home,homeMilestoneNode5Label,Six months,,Journey timeline node label for the 180-day milestone (sentence case).,
1,Home,homeMilestoneNode6Label,One year,,Journey timeline node label for the 365-day milestone (sentence case).,
1,Home,homeGreetingName,"Hi, {name}",{name},Home header greeting using the user's first name.,
1,Home,homeStartsIn,STARTS IN,,Uppercase caption above the live counter when the quit date is in the future (counting down).,
1,Home,homeTimeSober,TIME SOBER,,Uppercase caption above the live counter when counting time elapsed since the sober date.,
1,Home,homeCounterDays,"{count, plural, =1{DAY} other{DAYS}}",{count},Uppercase unit label under the days digit in the live home counter.,
1,Home,homeCounterHours,"{count, plural, =1{HOUR} other{HOURS}}",{count},Uppercase unit label under the hours digit in the live home counter.,
1,Home,homeCounterMinutes,"{count, plural, =1{MINUTE} other{MINUTES}}",{count},Uppercase unit label under the minutes digit in the live home counter.,
1,Home,homeCounterSeconds,"{count, plural, =1{SECOND} other{SECONDS}}",{count},Uppercase unit label under the seconds digit in the live home counter.,
1,Home,homeMilestoneTimingStart,start,,Journey card timing caption for the day-0 milestone node.,
1,Home,homeMilestoneTimingDay,Day {day},{day},"Journey card timing caption for an unreached milestone under one year, e.g. 'Day 30'.",
1,Home,homeMilestoneTimingOneYear,1 year,,Journey card timing caption for the 365-day milestone node.,
1,Home,homeMilestoneTimingYears,{years} yr,{years},"Journey card timing caption for a multi-year milestone node, e.g. '2 yr'.",
1,Home,homeJourneyProgressComplete,One year of sobriety — remarkable.,,Journey card progress-bar caption shown once the final milestone is reached.,
1,Home,homeIntentionTitle,Today's intention,,Title on the home daily-intention card.,
1,Home,homeIntentionReviewPrompt,How did today go?,,Evening-review prompt label on the home intention card after 4pm.,
1,Home,homeIntentionOutcomeDid,✓ You did it.,,Home intention card outcome blurb when the user marked the intention as done. Keep the leading checkmark.,
1,Home,homeIntentionOutcomePartly,~ Partly — that still counts.,,Home intention card outcome blurb when partly done. Keep the leading tilde.,
1,Home,homeCravingOutcomeQuestion,How did it turn out?,,Section label above the outcome pills in the log-a-craving sheet.,
1,Home,homeCravingOutcomeStayedSober,Stayed sober,,Outcome pill in the log-a-craving sheet: the user stayed sober.,
1,Home,homeCravingOutcomeReachedOut,Reached out,,Outcome pill in the log-a-craving sheet: the user reached out to someone.,
1,Home,homeCravingOutcomePracticedTools,Practiced tools,,Outcome pill in the log-a-craving sheet: the user practiced coping tools.,
1,Home,homeLastTimeOutcomeSober,and you stayed sober,,Clause inserted into the 'last time' craving hint when the prior similar craving ended in staying sober.,
1,Home,homeLastTimeOutcomeSlipped,and you slipped — useful to know,,Clause inserted into the 'last time' craving hint when the prior similar craving ended in a slip.,
1,Home,homeLastTimeDuration, (passed in {minutes} min),{minutes},Parenthetical inserted into the 'last time' craving hint giving how long the prior craving lasted. Keep the leading space.,
1,Home,homeThoughtSavedPrivately,Thought saved privately,,Snackbar confirmation after saving a thought log.,
1,Home,homeThoughtSaveError,Could not save: {error},{error},Snackbar shown when saving a thought log fails.,
1,Home,homeActivityTypeRun,Run,,Activity-type chip label in the log-activity sheet.,
1,Home,homeActivityTypeCycle,Cycle,,Activity-type chip label in the log-activity sheet.,
1,Home,homeActivityTypeSwim,Swim,,Activity-type chip label in the log-activity sheet.,
1,Home,homeActivityTypeGym,Gym,,Activity-type chip label in the log-activity sheet.,
1,Home,homeActivityTimeDistance,Time & distance,,Section label for the time + distance inputs in the log-activity sheet (distance-based activities).,
1,Home,homeActivityDurationMin,Duration (min),,Field label above the minutes input for distance-based activities in the log-activity sheet.,
1,Home,homeActivityDistanceLabel,Distance ({unit}),{unit},Field label above the distance input in the log-activity sheet; {unit} is km or miles.,
1,Home,homeUnitMin,min,,Abbreviation for minutes used as a text-field suffix in the log-activity sheet.,
1,Home,homeUnitKm,km,,Metric distance unit abbreviation (kilometres).,
1,Home,homeUnitMiles,miles,,Imperial distance unit (miles).,
1,Home,homeSleepFactorsShortQuestion,What affected sleep?,,Section label above the sleep-factor chips in the log-sleep sheet (short variant).,
1,Insights,insightsStatSub7Days,7 days,,Subtitle under each summary stat chip indicating the metric covers the last 7 days.,
1,Insights,insightsStatAvgSleep,Avg Sleep,,Label for the summary stat chip showing average hours of sleep over 7 days.,
1,Insights,insightsStatActiveDays,Active Days,,Label for the summary stat chip showing the number of days with logged activity.,
1,Insights,insightsStatJournalDays,Journal Days,,Label for the summary stat chip showing the number of days with a journal entry.,
1,Insights,insightsChartMood,Mood — 7 days,,"Title of the mood trend chart card, covering the last 7 days.",
1,Insights,insightsChartCravings,Cravings — 7 days,,"Title of the cravings trend chart card, covering the last 7 days.",
1,Insights,insightsChartSleep,Sleep — 7 days (hours),,Title of the sleep chart card; values shown are hours per day over 7 days.,
1,Insights,insightsChartExercise,Exercise — 7 days (minutes),,Title of the exercise chart card; values shown are minutes per day over 7 days.,
1,Insights,insightsEmptyMood,No journal entries yet,,Empty-state message shown in the mood chart when no journal entries exist.,
1,Insights,insightsEmptyCravings,No cravings logged,,Empty-state message shown in the cravings chart when no cravings are logged.,
1,Insights,insightsEmptySleep,No sleep logged,,Empty-state message shown in the sleep chart when no sleep is logged.,
1,Insights,insightsEmptyActivity,No activity logged,,Empty-state message shown in the exercise chart when no activity is logged.,
1,Insights,insightsMoodHard,Hard,,"Mood-chart legend label for a hard/low mood day (short form, distinct from 'Hard day').",
1,Insights,insightsThoughtPatterns,Thought Patterns — 7 days,,Title of the thought-patterns card showing positive/neutral/challenging thought breakdown over 7 days.,
1,Insights,insightsEmptyThoughts,No thoughts logged,,Empty-state message in the thought-patterns card when no thoughts are logged.,
1,Insights,insightsThoughtChallenging,Challenging,,Label for the challenging (negative) category row in the thought-patterns card.,
1,Insights,insightsWeekdayMon,M,,"Single-letter abbreviation for Monday, shown on chart x-axes.",
1,Insights,insightsWeekdayTue,T,,"Single-letter abbreviation for Tuesday, shown on chart x-axes.",
1,Insights,insightsWeekdayWed,W,,"Single-letter abbreviation for Wednesday, shown on chart x-axes.",
1,Insights,insightsWeekdayThu,T,,"Single-letter abbreviation for Thursday, shown on chart x-axes.",
1,Insights,insightsWeekdayFri,F,,"Single-letter abbreviation for Friday, shown on chart x-axes.",
1,Insights,insightsWeekdaySat,S,,"Single-letter abbreviation for Saturday, shown on chart x-axes.",
1,Insights,insightsWeekdaySun,S,,"Single-letter abbreviation for Sunday, shown on chart x-axes.",
1,Journal,journalDetailUnlockEntry,Unlock entry,,Tooltip on the lock icon button when the journal entry is currently locked; tapping unlocks it.,
1,Journal,journalDetailLockEntry,Lock entry,,Tooltip on the lock icon button when the journal entry is currently unlocked; tapping locks it.,
1,Journal,journalDetailUnlockThisEntry,Unlock this entry,,Reason shown in the biometric / PIN re-authentication prompt when the user unlocks a locked journal entry.,
1,Journal,journalDetailOpenThisEntry,Open this entry,,Reason shown in the biometric / PIN re-authentication prompt when the user opens a locked older 'on this day' echo entry.,
1,Journal,journalDetailEdit,Edit,,Tooltip on the edit icon button in the journal entry detail screen app bar.,
1,Journal,journalDetailEdited,Edited {time},{time},"Italic stamp showing when a journal entry was last edited, e.g. 'Edited 5m ago'. {time} is an already-formatted relative time string.",
1,Journal,journalDetailOnThisDayEarlier,"On this day, earlier",,Section header above older journal entries from prior years that share the same calendar day.,
1,Journal,journalDetailDeleteTitle,Delete this entry?,,Title of the confirmation dialog shown before deleting a journal entry.,
1,Journal,journalDetailDeleteBody,This cannot be undone.,,Body text of the confirmation dialog shown before deleting a journal entry.,
1,Journal,journalDetailKeep,Keep,,"Button that cancels deletion and keeps the journal entry, in the delete confirmation dialog.",
1,Journal,journalDetailMinutesAgo,{count}m ago,{count},"Compact relative time for under an hour ago, e.g. '5m ago'. Used in the 'Edited ...' stamp.",
1,Journal,journalDetailHoursAgo,{count}h ago,{count},"Compact relative time for under a day ago, e.g. '3h ago'. Used in the 'Edited ...' stamp.",
1,Journal,journalDetailDaysAgo,{count}d ago,{count},"Compact relative time for under a week ago, e.g. '4d ago'. Used in the 'Edited ...' stamp.",
1,Journal,journalDetailLockedEntryTapToUnlock,Locked entry · tap to unlock,,Preview text shown in place of the body on a locked older 'on this day' echo card.,
1,Journal,journalDetailMoodCheckInNoWords,Mood check-in (no words),,Preview text shown on an older 'on this day' echo card when that entry recorded a mood but no written text.,
1,Journal,journalReauthViewEntry,View this entry,,Reason shown in the biometric/PIN re-auth prompt when opening a locked journal entry.,
1,Journal,journalFilterEmptyTitle,Nothing matches,,Title of the empty state when no journal entries match the active filter/search.,
1,Journal,journalNewEntryTitle,New entry,,Header of the bottom sheet that lets the user choose what kind of journal entry to write.,
